"ReportType","AnomalyType","Site","ItemNumber","ItemDescription","ItemType","Supplier","SupplierName","ScheduleNumber","ScheduleLine","PONumber","POLine","Metric1Label","Metric1Value","Metric2Label","Metric2Value","Metric3Label","Metric3Value","EarliestDate","LatestDate","Action"
"ISSUE","ORPHANED_SCHEDULE","2798","5779750-NJ","TA.MAN VEL FB LUX CF LH","FG","","","SO10029","180","","","TotalScheduledQty","2886.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5779751-NJ","TA.MAN VEL FBS LUX CF RH","FG","","","SO10029","183","","","TotalScheduledQty","36414.0000000000","","","","","16/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5779752-NJ","TA.MAN VEL FBS LUX CF LH","FG","","","SO10029","182","","","TotalScheduledQty","33978.0000000000","","","","","16/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780165-NG","TA.MAN LTH FBS LUX CF RH","FG","","","SO10029","187","","","TotalScheduledQty","3186.0000000000","","","","","05/01/2026 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780171-NJ","TA.MAN VEL FB LUX","FG","","","SO10029","190","","","TotalScheduledQty","282.0000000000","","","","","04/05/2026 00:00:00","19/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780176-NJ","TA.MAN VEL FB LUXVEBE RH","FG","","","SO10029","193","","","TotalScheduledQty","1638.0000000000","","","","","29/12/2025 00:00:00","19/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780177-NJ","TA.MAN VEL FB LUXVEBE LH","FG","","","SO10029","192","","","TotalScheduledQty","12306.0000000000","","","","","16/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780180-NJ","TA.MAN VEL FBS LUXVEBERH","FG","","","SO10029","195","","","TotalScheduledQty","6174.0000000000","","","","","16/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780181-NJ","TA.MAN VEL FBS LUXVEBELH","FG","","","SO10029","194","","","TotalScheduledQty","106218.0000000000","","","","","16/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780184-NG","TA.MAN LTH FB LUXVEBE RH","FG","","","SO10029","197","","","TotalScheduledQty","42.0000000000","","","","","15/06/2026 00:00:00","21/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780185-NG","TA.MAN LTH FB LUXVEBE LH","FG","","","SO10029","196","","","TotalScheduledQty","174.0000000000","","","","","27/04/2026 00:00:00","14/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780190-NG","TA.MAN LTH FBS LUXVEBERH","FG","","","SO10029","199","","","TotalScheduledQty","1212.0000000000","","","","","23/12/2025 00:00:00","09/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780191-NG","TA.MAN LTH FBS LUXVEBELH","FG","","","SO10029","198","","","TotalScheduledQty","10410.0000000000","","","","","23/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780222-NJ","TA.MAN VEL FB LUX VENT","FG","","","SO10029","208","","","TotalScheduledQty","2958.0000000000","","","","","23/12/2025 00:00:00","02/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780224-NG","TA.MAN LTH FB LUX VENT","FG","","","SO10029","209","","","TotalScheduledQty","54.0000000000","","","","","08/01/2026 00:00:00","12/01/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780225-ND","TA.MAN FWG FB STD","FG","","","SO10029","210","","","TotalScheduledQty","667002.0000000000","","","","","16/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780228-NJ","TA.MAN VEL FB STD","FG","","","SO10029","212","","","TotalScheduledQty","453978.0000000000","","","","","15/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780231-NG","TA.MAN LTH FB STD","FG","","","SO10029","213","","","TotalScheduledQty","990.0000000000","","","","","23/12/2025 00:00:00","04/05/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780232-ND","TA.MAN FWG FB UPPER FOLD","FG","","","SO10029","214","","","TotalScheduledQty","41244.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780233-NJ","TA.MAN VEL FB UPPER FOLD","FG","","","SO10029","216","","","TotalScheduledQty","126504.0000000000","","","","","16/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780234-NG","TA.MAN LTH FB UPPER FOLD","FG","","","SO10029","217","","","TotalScheduledQty","3648.0000000000","","","","","16/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780238-ND","TA.MAN FWG FB LOWER FOLD","FG","","","SO10029","218","","","TotalScheduledQty","41370.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780241-NG","TA.MAN LTH FB LOWER FOLD","FG","","","SO10029","220","","","TotalScheduledQty","3594.0000000000","","","","","22/12/2025 00:00:00","23/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780242-ND","TA.MAN FWG FB CENTER","FG","","","SO10029","221","","","TotalScheduledQty","46536.0000000000","","","","","22/12/2025 00:00:00","19/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780506-NH","TA.MAN LTH FB LUXVENT RH","FG","","","SO10029","224","","","TotalScheduledQty","60.0000000000","","","","","22/12/2025 00:00:00","21/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780507-NH","TA.MAN LTH FB LUXVENT LH","FG","","","SO10029","223","","","TotalScheduledQty","162.0000000000","","","","","09/02/2026 00:00:00","09/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780514-NH","TA.MAN LTH FBS LUX BE RH","FG","","","SO10029","226","","","TotalScheduledQty","14652.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780515-NH","TA.MAN LTH FBS LUX BE LH","FG","","","SO10029","225","","","TotalScheduledQty","4740.0000000000","","","","","22/12/2025 00:00:00","23/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780543-NH","TA.MAN LTH FB LUX RH","FG","","","SO10029","228","","","TotalScheduledQty","138.0000000000","","","","","12/01/2026 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780548-NH","TA.MAN LTH FBS LUX CF RH","FG","","","SO10029","230","","","TotalScheduledQty","2526.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780574-NH","TA.MAN LTH FB LUXVEBE RH","FG","","","SO10029","232","","","TotalScheduledQty","72.0000000000","","","","","30/03/2026 00:00:00","05/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780575-NH","TA.MAN LTH FB LUXVEBE LH","FG","","","SO10029","231","","","TotalScheduledQty","522.0000000000","","","","","23/12/2025 00:00:00","19/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780580-NH","TA.MAN LTH FBS LUXVEBERH","FG","","","SO10029","234","","","TotalScheduledQty","2892.0000000000","","","","","22/12/2025 00:00:00","26/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780581-NH","TA.MAN LTH FBS LUXVEBELH","FG","","","SO10029","233","","","TotalScheduledQty","28320.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780597-NH","TA.MAN LTH FB STD","FG","","","SO10029","239","","","TotalScheduledQty","13638.0000000000","","","","","16/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780604-NH","TA.MAN LTH FB UPPER FOLD","FG","","","SO10029","240","","","TotalScheduledQty","15120.0000000000","","","","","11/12/2025 00:00:00","19/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780616-NH","TA.MAN LTH FB LOWER FOLD","FG","","","SO10029","241","","","TotalScheduledQty","15150.0000000000","","","","","22/12/2025 00:00:00","19/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780637-NE","TA.MAN FWB FC SWVL","FG","","","SO10029","254","","","TotalScheduledQty","3072.0000000000","","","","","29/12/2025 00:00:00","23/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780646-NE","TA.MAN FWB FC FOLDABLE","FG","","","SO10029","248","","","TotalScheduledQty","6390.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780648-NE","TA.MAN FWB FC LUX","FG","","","SO10029","244","","","TotalScheduledQty","77826.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5780659-NE","TA.MAN FWB FB LOWER FOLD","FG","","","SO10029","219","","","TotalScheduledQty","3288.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5781373-NE","TA.MAN FWB FB LUX BE LH","FG","","","SO10029","160","","","TotalScheduledQty","6156.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5781384-NE","TA.MAN FWB FBS LUX BE RH","FG","","","SO10029","163","","","TotalScheduledQty","2166.0000000000","","","","","29/12/2025 00:00:00","19/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5781385-NE","TA.MAN FWB FBS LUX BE LH","FG","","","SO10029","162","","","TotalScheduledQty","29358.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5781487-NE","TA.MAN FWB FB LUX CF RH","FG","","","SO10029","177","","","TotalScheduledQty","162.0000000000","","","","","17/02/2026 00:00:00","19/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5781489-NE","TA.MAN FWB FB LUX CF LH","FG","","","SO10029","176","","","TotalScheduledQty","2220.0000000000","","","","","22/12/2025 00:00:00","24/08/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5781501-NE","TA.MAN FWB FBS LUX CF RH","FG","","","SO10029","179","","","TotalScheduledQty","11802.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5781503-NE","TA.MAN FWB FBS LUX CF LH","FG","","","SO10029","178","","","TotalScheduledQty","1908.0000000000","","","","","22/12/2025 00:00:00","09/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5781518-NE","TA.MAN FWB FB STD","FG","","","SO10029","211","","","TotalScheduledQty","31458.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5781519-NE","TA.MAN FWB FB UPPER FOLD","FG","","","SO10029","215","","","TotalScheduledQty","3126.0000000000","","","","","22/12/2025 00:00:00","16/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5810114-1D13-PUR","TRIM COV KKS BR223 MAYB","FG","","","SO10006","205","","","TotalScheduledQty","40.0000000000","","","","","12/12/2025 00:00:00","12/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5810114-8AE7-PUR","TRIM COV KKS BR223 MAYB","FG","","","SO10006","206","","","TotalScheduledQty","40.0000000000","","","","","12/12/2025 00:00:00","12/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5810114-8U00-PUR","TRIM COV KKS BR223 MAYB","FG","","","SO10006","207","","","TotalScheduledQty","40.0000000000","","","","","12/12/2025 00:00:00","12/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5834166-52","PA SBP","FG","","","LOZNICA","2","","","TotalScheduledQty","7200.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5908036-AE","CENTRAL REAR ARMREST","FG","","","SO10023","5","","","TotalScheduledQty","87660.0000000000","","","","","11/12/2025 00:00:00","30/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5930806-AA","ARMREST/CUP HOLDER/BRKT","FG","","","SO10023","3","","","TotalScheduledQty","195840.0000000000","","","","","11/12/2025 00:00:00","30/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951409-1B55-000","ZB KST 4W ARTICO COMF","FG","","","SO10015","51","","","TotalScheduledQty","707472.0000000000","","","","","10/12/2025 00:00:00","23/12/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951409-1B55-000","ZB KST 4W ARTICO COMF","FG","","","SO10022","4","","","TotalScheduledQty","374744.0000000000","","","","","10/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951409-7C70-000","ZB KST 4W ARTICO COMF","FG","","","SO10015","52","","","TotalScheduledQty","4343634.0000000000","","","","","10/12/2025 00:00:00","23/12/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951409-7C70-000","ZB KST 4W ARTICO COMF","FG","","","SO10022","3","","","TotalScheduledQty","1776420.0000000000","","","","","10/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951410-7C70-000","ZB KST 4W LEDER COMF","FG","","","SO10015","53","","","TotalScheduledQty","302064.0000000000","","","","","10/12/2025 00:00:00","23/12/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951410-7C70-000","ZB KST 4W LEDER COMF","FG","","","SO10022","2","","","TotalScheduledQty","106524.0000000000","","","","","10/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951414-1C88-000","KST FA 2W ART SPORT","FG","","","SO10015","129","","","TotalScheduledQty","4.0000000000","","","","","14/01/2026 00:00:00","14/01/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951414-1D19-000","KST FA 2W ART SPORT","FG","","","SO10015","134","","","TotalScheduledQty","2432.0000000000","","","","","16/01/2026 00:00:00","17/02/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951414-1D19-000","KST FA 2W ART SPORT","FG","","","SO10022","86","","","TotalScheduledQty","1683.0000000000","","","","","10/12/2025 00:00:00","13/07/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951414-3D16-000","KST FA 2W ART SPORT","FG","","","SO10015","55","","","TotalScheduledQty","7037020.0000000000","","","","","10/12/2025 00:00:00","23/12/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951414-3D16-000","KST FA 2W ART SPORT","FG","","","SO10022","8","","","TotalScheduledQty","1881670.0000000000","","","","","10/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951415-1A19-000","KST FA 2W LEDER SPRT","FG","","","SO10015","50","","","TotalScheduledQty","313912.0000000000","","","","","10/12/2025 00:00:00","23/12/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951415-1A19-000","KST FA 2W LEDER SPRT","FG","","","SO10022","6","","","TotalScheduledQty","48378.0000000000","","","","","15/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951415-1D27-000","KST FA 2W LEDER SPRT","FG","","","SO10015","57","","","TotalScheduledQty","38325.0000000000","","","","","10/12/2025 00:00:00","29/07/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951415-7F99-000","KST FA 2W LEDER SPRT","FG","","","SO10015","30","","","TotalScheduledQty","704118.0000000000","","","","","10/12/2025 00:00:00","23/12/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951415-7F99-000","KST FA 2W LEDER SPRT","FG","","","SO10022","7","","","TotalScheduledQty","101574.0000000000","","","","","10/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951416-000-000","TRAEGER KST","FG","","","SO10015","31","","","TotalScheduledQty","8390980.0000000000","","","","","10/12/2025 00:00:00","23/12/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5951416-000-000","TRAEGER KST","FG","","","SO10022","9","","","TotalScheduledQty","2079226.0000000000","","","","","10/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5974016-SPK-3","PSA CDPO CR3 RARM","FG","","","SO10021","1","","","TotalScheduledQty","388416.0000000000","","","","","10/12/2025 00:00:00","04/05/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5974017-OPT-3","PSA CDPO CR3 RARM","FG","","","SO10021","2","","","TotalScheduledQty","265860.0000000000","","","","","10/12/2025 00:00:00","18/05/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5978134-CARM","FHR-S VINYL CARDAMOM","FG","","","SO10005","170","","","TotalScheduledQty","289571.0000000000","","","","","10/12/2025 00:00:00","26/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","5978134-CHAC","FHR-S VINYL CARDAMOM","FG","","","SO10005","171","","","TotalScheduledQty","622985.0000000000","","","","","12/12/2025 00:00:00","26/10/2026 00:00:00","Create PO line or deactivate schedule"
